"Product Name","ASIN","Ownership Type","Ownership Subtype"
"Second Skin","0811200671","Not Interested","NI"
"The Essential Iliad","0872205428","Not Interested","NI"
"Lady Oracle","0385491085","Not Interested","NI"
"Moby-Dick (Bantam Classics)","0553213113","Not Interested","NI"
"The Edible Woman","0385491069","Not Interested","NI"
"Candide: Or Optimism (Penguin Classics)","0140440046","Not Interested","NI"
"The Sorrow of War: A Novel of North Vietnam","1573225436","Not Interested","NI"
"Adult Head","193202316X","Not Interested","NI"
"Vanity of Duluoz: An Adventurous Education, 1935-46","0140236392","Not Interested","LR"
"Satori in Paris (Kerouac, Jack)","0802130615","Not Interested","LR"
"Visions of Gerard: A Novel","0140144528","Not Interested","LR"
"Skinny Dip","0375411089","Not Interested","NI"
"Alias Grace: A Novel","0385490445","Not Interested","NI"
"Facing the Congo: A Modern-Day Journey into the Heart of Darkness","0609808265","Not Interested","NI"
"Shackleton's Forgotten Expedition: The Voyage of the Nimrod","1582344884","Not Interested","NI"
"The Selfish Gene (Popular Science)","0192860925","Not Interested","NI"
"Bittersweet: The Story of Sugar","1865086576","Not Interested","NI"
"A Problem from Hell: America and the Age of Genocide","0060541644","Not Interested","NI"
"The Scramble for Africa: White Man's Conquest of the Dark Continent from 1876 to 1912","0380719991","Not Interested","NI"
"Away Off Shore: Nantucket Island and Its People","0963891014","Not Interested","NI"
"The Congo from Leopold to Kabila: A People's History","1842770535","Not Interested","NI"
"The Histories","0140449086","Not Interested","NI"
"Paris 1919: Six Months That Changed the World","0375760520","Not Interested","NI"
"Plagues and Peoples","0385121229","Not Interested","NI"
"Dispatches","0679735259","Not Interested","NI"
"The Boys on the Bus","0812968204","Not Interested","NI"
"In Search of the Trojan War, Updated edition","0520215990","Not Interested","NI"
"History of the Peloponnesian War","0140440399","Not Interested","NI"
"Bury the Chains: Prophets and Rebels in the Fight to Free an Empire's Slaves","0618104690","Not Interested","NI"
"Maggie Cassidy","0140179062","Not Interested","LR"
"Kaddish and Other Poems, 1958-1960","0872860191","Not Interested","LR"
"Lonesome Traveler (Kerouac, Jack)","0802130747","Not Interested","LR"
"One Day in the Life of Ivan Denisovich (Signet Classics)","0451527097","Not Interested","NI"
"Subterraneans (Kerouac, Jack)","0802131867","Not Interested","LR"
"Junky: The Definitive Text of ""Junk"" (50th Anniversary Edition)","0142003166","Not Interested","GR"
"Junky: The Definitive Text of ""Junk"" (50th Anniversary Edition)","0142003166","Not Interested","LR"
"Big Sur","0140168125","Not Interested","GR"
"night, Mother: A Play (Mermaid Dramabook)","0374521387","Not Interested","NI"
"The Aeneid of Virgil (Bantam Classics)","0553210416","Not Interested","NI"
"Women with Men : Three Stories","0679776680","Not Interested","LR"
"Rock Springs","0394757009","Not Interested","NI"
"The Known World: A Novel","0060557559","Not Interested","NI"
"Beowulf: A New Verse Translation (Bilingual Edition)","0393320979","Not Interested","NI"
"Cat's Eye","0385491026","Not Interested","NI"
"The Tempest (Folger Shakespeare Library)","0743482832","Not Interested","NI"
"Daisy Miller (Penguin Classics)","0140432620","Not Interested","LR"
"As You Like It (Folger Shakespeare Library)","074348486X","Not Interested","NI"
"Pride and Prejudice (Bantam Classics)","0553213105","Not Interested","NI"
"Invitation to a Beheading","0679725318","Not Interested","NI"
"On the Road (Penguin Orange Collection)","0140042598","Not Interested","GR"
"Long Day's Journey into Night","0300093055","Not Interested","NI"
"Who's Afraid of Virginia Woolf?","0451158717","Not Interested","NI"
"Twelfth Night (Folger Shakespeare Library)","0743482778","Not Interested","NI"
"The Merchant of Venice (Folger Shakespeare Library)","0743477561","Not Interested","NI"
"Wuthering Heights (Bantam Classics)","0553212583","Not Interested","NI"
"The Nuclear Age","0140259104","Not Interested","NI"
"Much Ado About Nothing (Folger Shakespeare Library)","0743482751","Not Interested","NI"
"July, July","0142003387","Not Interested","NI"
"Northern Lights: A Novel","0767904419","Not Interested","NI"
"King Lear (Folger Shakespeare Library)","074348276X","Not Interested","NI"
"Macbeth (Folger Shakespeare Library)","0743477103","Not Interested","NI"
"Screwjack: A Short Story","0684873214","Not Interested","NI"
"Hey Rube: Blood Sport, the Bush Doctrine, and the Downward Spiral of Dumbness--Modern History from the Sports Desk","0684873192","Not Interested","NI"
"The Revolt of the Cockroach People","0679722122","Not Interested","NI"
"Autobiography of a Brown Buffalo","0679722130","Not Interested","NI"
"Fear and Loathing in Las Vegas and Other American Stories (Modern Library)","0679602984","Not Interested","NI"
"Generation of Swine: The Brutal Odyssey of an Outlaw Journalist","0743250443","Not Interested","NI"
"The Proud Highway: Saga of a Desperate Southern Gentleman, 1955-1967 (The Fear and Loathing Letters, Vol. 1)","0345377966","Not Interested","NI"
"Kingdom of Fear: Loathsome Secrets of a Star-Crossed Child in the Final Days of the American Century","0684873249","Not Interested","NI"
"Will in the World: How Shakespeare Became Shakespeare","0393050572","Not Interested","LR"
"My Movie Business: A Memoir","0345441303","Not Interested","NI"
"So You Wanna Be a Rock & Roll Star: How I Machine-Gunned a Roomful Of Record Executives and Other True Tales from a Drummer's Life","0767914708","Not Interested","NI"
"When Heaven and Earth Changed Places (Tie-In Edition)","0452271681","Not Interested","NI"
"Bound for Glory: The Hard-Driving, Truth-Telling, Autobiography of America's Great Poet-Folk Singer","0452264456","Not Interested","NI"
"No Other Road to Take: The Memoirs of Mrs. Nguyen Thi Dinh","087727102X","Not Interested","NI"
"The Wisdom of the Buddha (Abrams Discoveries)","0810928078","Not Interested","NI"
"The Assassination of Lumumba","1859844103","Not Interested","NI"
"Big Deal","0349115192","Not Interested","NI"
"The Anthrax Letters: A Medical Detective Story","030908881X","Not Interested","NI"
"Candyfreak: A Journey through the Chocolate Underbelly of America","1565124219","Not Interested","NI"
"Mind Wide Open: Your Brain and the Neuroscience of Everyday Life","0743241657","Not Interested","NI"
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality","0375412883","Not Interested","NI"
"Mama Lola: A Vodou Priestess in Brooklyn Updated and Expanded Edition (Comparative Studies in Religion and Society)","0520224752","Not Interested","NI"
"African Perspectives on Colonialism (The Johns Hopkins Symposia in Comparative History)","0801839319","Not Interested","NI"
"One Stick Song","1882413768","Not Interested","NI"
"Herland (Dover Thrift Editions: Classic Novels)","0486404293","Not Interested","NI"
"Plato: Complete Works","0872203492","Not Interested","NI"
"Poetics (Dover Thrift Editions: Philosophy)","048629577X","Not Interested","NI"
"Mythology: Timeless Tales of Gods and Heroes","0446607258","Not Interested","NI"
"Slouching Towards Bethlehem: Essays","0374521727","Not Interested","NI"
"My Soul Is Rested: The Story of the Civil Rights Movement in the Deep South","0140067531","Not Interested","NI"
"Mark Lombardi: Global Networks","0916365670","Not Interested","NI"
"Utopia (Dover Thrift Editions: Philosophy)","0486295834","Not Interested","NI"
"Always Running: La Vida Loca: Gang Days in L.A.","0671882317","Not Interested","NI"
"The Leadership Secrets of Colin Powell","0071388591","Not Interested","NI"
"The Influentials: One American in Ten Tells the Other Nine How to Vote, Where to Eat, and What to Buy","0743227298","Not Interested","NI"
"The Merriam-Webster Dictionary","087779930X","Not Interested","NI"
"Count Down: Six Kids Vie for Glory at the World's Toughest Math Competition","0618251413","Not Interested","NI"
"The College Writer's Reference","0131787306","Not Interested","NI"
"We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda","0312243359","Not Interested","NI"
"The Future of Ideas: The Fate of the Commons in a Connected World","0375726446","Not Interested","NI"
"Mythology","0316341517","Not Interested","NI"
"The Bhagavad-Gita : Krishna's Counsel in Time of War (Bantam Classics)","0553213652","Not Interested","NI"
"Zhuangzi Speaks: The Music of Nature","0691008825","Not Interested","NI"
"The Wealth and Poverty of Nations: Why Some Are So Rich and Some So Poor","0393318885","Not Interested","NI"
"Why Is Sex Fun?: The Evolution of Human Sexuality (Science Masters)","0465031269","Not Interested","NI"
"Third Chimpanzee, The","0060984031","Not Interested","NI"
"The Republic (Dover Thrift Editions: Philosophy)","0486411214","Not Interested","NI"
"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations","0385503865","Not Interested","NI"
"Scrabble Word Building Book","0671734563","Not Interested","NI"
"Reading Lolita in Tehran: A Memoir in Books","081297106X","Not Interested","NI"
"A Short History of Nearly Everything","076790818X","Not Interested","GR"
"Chaos: Making a New Science","0140092501","Not Interested","NI"
"Ebola: Through the Eyes of the People","0970337116","Not Interested","NI"
"Secret Agents: The Menace of Emerging Infections","0142002615","Not Interested","NI"
"Betrayal of Trust: The Collapse of Global Public Health","0786884401","Not Interested","NI"
"Dinosaur Friends!","1929927207","Not Interested","NI"
"First Light: The Search for the Edge of the Universe","0812991850","Not Interested","NI"
"The Coming Plague: Newly Emerging Diseases in a World Out of Balance","0140250913","Not Interested","NI"
"Mrs. Chippy's Last Expedition: The Remarkable Journal of Shackleton's Polar-Bound Cat","0060932619","Not Interested","NI"
"Dinosaur Stomp!","0525455914","Not Interested","NI"
"Out of Control: The New Biology of Machines, Social Systems, & the Economic World","0201483408","Not Interested","NI"
"DINOSAUR WORLD","0679882014","Not Interested","NI"
"Small Worlds: The Dynamics of Networks between Order and Randomness (Princeton Studies in Complexity)","0691117047","Not Interested","NI"
"Big Book of Dinosaurs","1564587185","Not Interested","NI"
"How Do Dinosaurs Count to Ten?","0439649498","Not Interested","NI"
"Ten Terrible Dinosaurs","0525459057","Not Interested","NI"
"Hidden Order: How Adaptation Builds Complexity (Helix Books)","0201442302","Not Interested","NI"
"How Do Dinosaurs Clean Their Room?","0439649501","Not Interested","NI"
"Dinosaur Roar! Board Book","0525458344","Not Interested","NI"
"How Do Dinosaurs Get Well Soon?","0439241006","Not Interested","NI"
"Sync: The Emerging Science of Spontaneous Order","0786868449","Not Interested","NI"
"Nexus: Small Worlds and the Groundbreaking Science of Networks","0393041530","Not Interested","NI"
"Moneyball: The Art of Winning an Unfair Game","0393057658","Not Interested","NI"
"Patriot Reign: Bill Belichick, the Coaches, and the Players Who Built a Champion","0060757949","Not Interested","NI"
"ESPN 25: 25 Mind-Bending, Eye-Popping, Culture-Morphing Years of Highlights","140133704X","Not Interested","NI"
"Believe it! World Series Champion Boston Red Sox & Their Remarkable 2004 Season","1572437413","Not Interested","NI"
"Let Me Tell You a Story: A Lifetime in the Game","0316738239","Not Interested","NI"
"Sports Illustrated 50 Years: The Anniversary Book","1932273492","Not Interested","NI"
"The Last Season: A Team In Search of Its Soul","1594200351","Not Interested","NI"
"Season of Life: A Football Star, a Boy, a Journey to Manhood","0743269748","Not Interested","NI"
"*THE GAMES DO COUNT*: America's Best and Brightest on the Power of Sports","0060736739","Not Interested","NI"
"Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season","0743267524","Not Interested","NI"
"Wild and Outside: How a Renegade Minor League Revived the Spirit of Baseball in America's Heartland","0802774970","Not Interested","NI"
"The Heart of the Antarctic: Being the Story of the British Antarctic Expedition, 1907-1909","0786706848","Not Interested","NI"
"The Worst Journey in the World","0786704373","Not Interested","NI"
"Endurance: An Epic of Polar Adventure","0393319946","Not Interested","NI"
"Herodotus: The History","0226327728","Not Interested","NI"
"Cook : The Extraordinary Voyages of Captain James Cook","0802714129","Not Interested","NI"
"Shackleton's Boat Journey","0393318648","Not Interested","NI"
"The Darkest Jungle: The True Story of the Darien Expedition and America's Ill-Fated Race to Connect the Seas","0609609890","Not Interested","NI"
"Shackleton's Forgotten Men: The Untold Tale of an Antarctic Tragedy (Adrenaline Classics)","1560252561","Not Interested","NI"
"In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors","0805066322","Not Interested","NI"
"A Rumor of War","080504695X","Not Interested","NI"
"Sea of Glory: America's Voyage of Discovery, The U.S. Exploring Expedition, 1838-1842","067003231X","Not Interested","NI"
"The New Killer Diseases: How the Alarming Evolution of Mutant Germs Threatens Us All","0609609947","Not Interested","NI"
"A Trauma Artist: Tim O'Brien and the Fiction of Vietnam","0877457611","Not Interested","NI"
"The Rise of the Creative Class: And How It's Transforming Work, Leisure, Community, and Everyday Life","0465024777","Not Interested","NI"
"The Enneagram Made Easy: Discover the 9 Types of People","0062510266","Not Interested","NI"
"Virus X: Tracking the New Killer Plagues","0316763063","Not Interested","NI"
"Angels in America: A Gay Fantasia on National Themes: Part One: Millennium Approaches Part Two: Perestroika","1559362316","Not Interested","NI"
"Virus Hunter: Thirty Years of Battling Hot Viruses Around the World","0385485581","Not Interested","NI"
"Blink: The Power of Thinking Without Thinking","0316172324","Not Interested","NI"
"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus","0385479565","Not Interested","NI"
"Ten Things I Learned from Bill Porter: The Inspiring True Story of the Door-to-Door Salesman Who Changed Lives","157731459X","Not Interested","NI"
"Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.","0786887176","Not Interested","NI"
"Dick Enberg: Oh My!","1582618240","Not Interested","NI"
"Marv Levy: Where Else Would You Rather Be?","158261797X","Not Interested","NI"
"Favre","1590710363","Not Interested","NI"
"Up-Tight: The Velvet Underground Story","0815412851","Not Interested","NI"
"Forget-me-not: Memories Of Germany (1939-46)","141341365X","Not Interested","NI"
"Black Boy (The Restored Text Established by The Library of America) (Perennial Classics)","0060929782","Not Interested","NI"
"Anne Frank: The Diary of a Young Girl","0553296981","Not Interested","NI"
"St. Augustine Confessions (Oxford World's Classics)","0192833723","Not Interested","NI"
"Tom Crean: Unsung Hero of the Scott and Shackleton Antarctic Expeditions","089886870X","Not Interested","NI"
"The Bad Guys Won! A Season of Brawling, Boozing, Bimbo-chasing, and Championship Baseball with Straw, Doc, Mookie, Nails, The Kid, and the Rest of the 1986 Mets, the Rowdiest Team Ever to Put on a New York Uniform--and Maybe the Best","0060507322","Not Interested","NI"
"Wait Till Next Year - A Memoir","0684847957","Not Interested","NI"
"Vera (Mrs. Vladimir Nabokov)","0375755349","Not Interested","NI"
"The Imaginary Girlfriend: A Memoir","0345458265","Not Interested","NI"
"Franz Kafka: A Biography","0306806703","Not Interested","NI"
"Eating My Words: An Appetite For Life","006050109X","Not Interested","NI"
"Passing Time: Memoir of a Vietnam Veteran Against the War","0870239589","Not Interested","NI"
"A Child's Christmas In Wales and Five Poems","0060514671","Not Interested","NI"
"Tony Kushner in Conversation (Triangulations: Lesbian/Gay/Queer Theater/Drama/Performance)","0472066617","Not Interested","NI"
"The Diaries of Franz Kafka, 1910-1923 (The Schocken Kafka Library)","0805209069","Not Interested","NI"
"Elliott Smith And The Big Nothing","0306813939","Not Interested","NI"
"Shackleton","0786705442","Not Interested","NI"
"South: The Last Antarctic Expedition of Shackleton and the Endurance","1558217835","Not Interested","NI"
"Chronicles, Vol. 1","0743228154","Not Interested","NI"
"South: A Memoir of the Endurance Voyage","0786705973","Not Interested","NI"
"Wilco: Learning How to Die","0767915585","Not Interested","NI"
"Six Degrees: The Science of a Connected Age","0393041425","Not Interested","NI"
"Armageddon: The Battle for Germany, 1944-1945","0375414339","Not Interested","NI"
"Deliver Us from Evil: Defeating Terrorism, Despotism, and Liberalism","0060582510","Not Interested","NI"
"Imperial Hubris: Why the West Is Losing the War on Terror","1574888498","Not Interested","NI"
"Biohazard: The Chilling True Story of the Largest Covert Biological Weapons Program in the World--Told from Inside by the Man Who Ran It","0385334966","Not Interested","NI"
"Biological Weapons: Limiting the Threat (BCSIA Studies in International Security)","0262621282","Not Interested","NI"
"Scourge: The Once and Future Threat of Smallpox","0802139396","Not Interested","NI"
"Germs: Biological Weapons and America's Secret War","0684871599","Not Interested","NI"
"Plague Wars: The Terrifying Reality of Biological Warfare","0312263791","Not Interested","NI"
"Julius Caesar (Folger Shakespeare Library)","0743482743","Not Interested","NI"
"Oh, Yuck! The Encyclopedia of Everything Nasty","0761107711","Not Interested","NI"
"Guinness World Records 2005: Special 50th Anniversary Edition","1892051222","Not Interested","NI"
"Can A Smart Person Believe In God","0785260242","Not Interested","NI"
"Smoke Signals","0786883928","Not Interested","NI"
"In the Shadow of No Towers (Pantheon Graphic Library)","0375423079","Not Interested","NI"
"Living Terrors: What America Needs to Know to Survive the Coming Bioterrorist Catastrophe","0385334818","Not Interested","NI"
"The Moment of Complexity: Emerging Network Culture","0226791181","Not Interested","NI"
"THE BIOLOGY OF DOOM: America's Secret Germ Warfare Project","080505765X","Not Interested","NI"
"The Million Word Crossword Dictionary","0060517565","Not Interested","NI"
"The Tipping Point: How Little Things Can Make a Big Difference","0316346624","Not Interested","GR"
"Small Pieces Loosely Joined: A Unified Theory Of The Web","0738208507","Not Interested","NI"
"Merriam-Webster's Collegiate Dictionary, 11th Edition (Red Kivar Binding with Jacket)","0877798087","Not Interested","NI"
"The Emergence of Everything: How the World Became Complex","019513513X","Not Interested","NI"
"Writing About Literature: A Portable Guide","0312412827","Not Interested","NI"
"Smart Mobs: The Next Social Revolution","0738208612","Not Interested","NI"
"New Comprehensive A-Z Crossword Dictionary","0380724251","Not Interested","NI"
"A Room of One's Own (The Virginia Woolf Library)","0156787334","Not Interested","NI"
"Merriam-Webster's Collegiate Dictionary, 11th Edition, Jacketed Hardcover, Indexed","0877798095","Not Interested","NI"
"The Wilco Book","0971367035","Not Interested","NI"
"At Home in the Universe: The Search for the Laws of Self-Organization and Complexity","0195111303","Not Interested","NI"
"COMPLEXITY: THE EMERGING SCIENCE AT THE EDGE OF ORDER AND CHAOS","0671872346","Not Interested","NI"
"Fry Me to the Moon","1879483580","Item Owner","Purchase"
"The Official Scrabble Players Dictionary (Third Edition)","0877799156","Item Owner","Purchase"
"Where Is Baby's Belly Button? A Lift-the-Flap Book","0689835604","Item Owner","Purchase"
"How Do Dinosaurs Say Goodnight?","0590316818","Item Owner","Purchase"
"Polar Bear Night","0439495245","Item Owner","Purchase"
"Theogony, Works and Days (Oxford World's Classics)","0192839411","Not Interested","NI"
"The Trial and Death of Socrates","0872205541","Not Interested","NI"
"Cliffsnotes on Homer's Iliad","076458586X","Not Interested","NI"
"Emergence: From Chaos To Order (Helix Books)","0738201421","Not Interested","NI"
"Speak, Memory: An Autobiography Revisited","0679723390","Not Interested","NI"
"The Odyssey","0374525749","Not Interested","NI"
"Ship Fever: Stories","0393316009","Not Interested","NI"
"Interface Culture: How New Technology Transforms the Way We Create & Communicate","0465036805","Not Interested","NI"
"CliffsNotes on Shakespeare's Othello (Cliffsnotes Literature Guides) (CliffsNotes on Literature)","0764585878","Not Interested","NI"
"The Wreck of the Whaleship Essex","0156006898","Not Interested","NI"
"The Stories of Vladimir Nabokov","0679729976","Not Interested","NI"
"Oleanna: A Play","067974536X","Not Interested","NI"
"The Loss of the Ship Essex, Sunk by a Whale: First-Person Accounts (Penguin Classics)","0140437967","Not Interested","NI"
"The Cryptogram","0679746536","Not Interested","NI"
"The Handmaid's Tale (Cliffs Notes)","0822005727","Not Interested","NI"
"Sam Shepard : Seven Plays (Buried Child, Curse of the Starving Class, The Tooth of Crime, La Turista, Tongues, Savage Love, True West)","0553346113","Not Interested","NI"
"Metamorphoses (Oxford World's Classics)","019283472X","Not Interested","NI"
"American Buffalo","0802150578","Not Interested","NI"
"If I Die in a Combat Zone: Box Me Up and Ship Me Home","0767904435","Not Interested","NI"
"O'Brien's The Things They Carried (Cliffs Notes)","0764586688","Not Interested","NI"
"Slow Learner","0316724432","Not Interested","NI"
"The Oresteia: Agamemnon; The Libation Bearers; The Eumenides","0140443339","Not Interested","NI"
"The Three Theban Plays: Antigone; Oedipus the King; Oedipus at Colonus","0140444254","Not Interested","NI"
"CliffsNotes on Homer's The Odyssey (Cliffsnotes Literature Guides)","0764585991","Not Interested","NI"
"The Aeneid (Vintage Classics)","0679729526","Not Interested","NI"
"Medea (Dover Thrift Editions: Plays)","0486275485","Not Interested","NI"
"Don DeLillo's White Noise: A Reader's Guide (Continuum Contemporaries)","0826414745","Not Interested","NI"
"A Companion to V.","0820322512","Not Interested","NI"
"CliffsNotes on Sophocles' Oedipus Trilogy (Cliffsnotes Literature Guides)","0764585819","Not Interested","NI"
"A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel","0820310263","Not Interested","NI"
"New Essays on The Crying of Lot 49 (The American Novel)","0521388333","Not Interested","NI"
"I'm Good Enough, I'm Smart Enough, and Doggone It, People Like Me!: Daily Affirmations By Stuart Smalley","0440504708","Not Interested","NI"
"The Hours","0312305060","Not Interested","NI"
"The Things They Carried","0767902890","Not Interested","GR"
"The Handmaid's Tale","038549081X","Not Interested","GR"
"Chain of Command: The Road from 9/11 to Abu Ghraib","0060195916","Not Interested","NI"
"A Guide to Microsoft Office 2003 for Information and Communications Technologies","1580030785","Not Interested","NI"
"Proof: A Play","0571199976","Not Interested","NI"
"The Best American Travel Writing 2000","0618074678","Not Interested","NI"
"The Oh Really? Factor: Unspinning Fox News Channel's Bill O'Reilly","158322601X","Not Interested","NI"
"That Old Ace in the Hole: A Novel","0743242483","Not Interested","NI"
"Conversations with Raymond Carver (Literary Conversations Series)","0878054499","Not Interested","NI"
"Brave New World Revisited","0060955511","Not Interested","NI"
"The Jane Austen Book Club","0399151613","Not Interested","NI"
"Four Great Plays by Henrik Ibsen (Bantam Classics)","055321280X","Not Interested","NI"
"In the Heart of the Sea: The Tragedy of the Whaleship Essex","0141001828","Not Interested","GR"
"High Fidelity","1573225517","Not Interested","NI"
"The Collected Stories of Eudora Welty","0156189216","Not Interested","NI"
"Cosmopolis: A Novel","0743244249","Not Interested","LR"
"The Way Things Aren't: Rush Limbaugh's Reign of Error : Over 100 Outrageously False and Foolish Statements from America's Most Powerful Radio and TV","156584260X","Not Interested","NI"
"Travels with Alice","0374526001","Not Interested","NI"
"Vietnam : The War Nobody Won (Headline Series, No. 263)","0871240831","Not Interested","NI"
"Euripides I: Alcestis, The Medea, The Heracleidae, Hippolytus (The Complete Greek Tragedies)","0226307808","Not Interested","NI"
"Ultramarine: Poems","0394755359","Not Interested","NI"
"Fasting Girls: The History of Anorexia Nervosa","0375724486","Not Interested","NI"
"Future of Fiction (Review of Contemporary Fiction)","156478097X","Not Interested","NI"
"Villages: A novel","1400042909","Not Interested","NI"
"Obliviously On He Sails: The Bush Administration in Rhyme","1400062888","Not Interested","NI"
"A Guide for Using To Kill a Mockingbird in the Classroom: A Guide for Using in the Classroom (Literature Unit (Teacher Created Materials))","1576906264","Not Interested","NI"
"The Annotated Lolita: Revised and Updated","0679727299","Not Interested","NI"
"Angels in America, Part One: Millennium Approaches","1559360615","Not Interested","NI"
"James Joyce (Oxford Lives)","0195033817","Not Interested","NI"
"Modern Irish Drama (Norton Critical Editions)","0393960633","Not Interested","NI"
"The Birth of Venus","1400060737","Not Interested","NI"
"A Peterson Field Guide To Trees And Shrubs: Northeastern and north-central United States and southeastern and south-centralCanada (Peterson Field Guides)","039535370X","Not Interested","NI"
"Lysistrata (Dover Thrift Editions: Plays)","0486282252","Not Interested","NI"
"Dubliners: Text and Criticism; Revised Edition (The Viking Critical Library)","0140247742","Not Interested","NI"
"Early Poems (Dover Thrift Editions)","0486278085","Not Interested","NI"
"Women in Their Beds: New and Selected Stories","1887178384","Not Interested","NI"
"A Companion to James Joyce's Ulysses: Biographical and Historical Contexts, Critical History, and Essays from Five Contemporary Critical Perspectives (Case Studies in Contemporary Criticism)","0312115989","Not Interested","NI"
"The Stranger (Cliffs Notes)","0822012294","Not Interested","NI"
"Cowboys Are My Weakness","0671793888","Not Interested","NI"
"Gothic Documents: A sourcebook 1700–18","0719040272","Not Interested","NI"
"CliffsNotes on Shakespeare's Romeo and Juliet (Cliffsnotes Literature) (Cliffsnotes Literature Guides)","0764585924","Not Interested","NI"
"On Becoming a Novelist","0393320030","Not Interested","NI"
"A Happy Death","0679764003","Not Interested","NI"
"CliffsNotes on Shakespeare's Hamlet (Cliffsnotes Literature Guides)","0764586033","Not Interested","NI"
"Cliffsnotes Ulysses (CLIFFSNOTES LITERATURE)","0764538144","Not Interested","NI"
"American Short Story Masterpieces: A Rich Selection of Recent Fiction from America's Best Modern Writers","0440204232","Not Interested","NI"
"Sons and Lovers","0451518829","Not Interested","NI"
"James Joyce's Ulysses: A Study","0394700139","Not Interested","NI"
"To Kill a Mockingbird: The Themes · The Characters · The Language and Style · The Plot Analyzed (Literature Made Easy Series)","0764108220","Not Interested","NI"
"Cliffsnotes on Ibsen's a Doll's House & Hedda Gabler (CLIFFSNOTES LITERATURE)","076454456X","Not Interested","NI"
"Over the Edge: Death in Grand Canyon","097009731X","Not Interested","NI"
"New Essays on White Noise (The American Novel)","0521398932","Not Interested","NI"
"Romeo and Juliet (Folger Shakespeare Library)","0743477111","Not Interested","GR"
"The Martian Chronicles (The Grand Master Editions)","0553278223","Not Interested","NI"
"The New Bloomsday Book (Routledge International Studies in)","0415138582","Not Interested","NI"
"Thomas Pynchon (Bloom's Major Novelists)","0791070301","Not Interested","NI"
"Stories of Anton Chekhov","0553381008","Not Interested","LR"
"What Einstein Told His Cook: Kitchen Science Explained","0393011836","Not Interested","LR"
"CliffsNotes on Huxley's Brave New World (Cliffsnotes Literature Guides)","0764585835","Not Interested","NI"
"The Cod's Tale","0399234764","Not Interested","NI"
"Atonement: A Novel","038572179X","Not Interested","NI"
"Narrative of the Life of Frederick Douglass, An American Slave Written By Himself","0300087012","Not Interested","NI"
"Ulysses Annotated: Notes for James Joyce's Ulysses [Revised and Expanded Edition]","0520067452","Not Interested","NI"
"Joyce's Portrait of the Artist As a Young Man (Cliffs Notes)","0822010577","Not Interested","NI"
"No Exit and Three Other Plays","0679725164","Not Interested","NI"
"The Sound and the Fury: The Corrected Text","0679732241","Not Interested","LR"
"Rosencrantz and Guildenstern are Dead","0802132758","Not Interested","NI"
"Mrs. Dalloway: The Virginia Woolf Library Authorized Edition","0156628708","Not Interested","NI"
"The Rebel: An Essay on Man in Revolt","0679733841","Not Interested","NI"
"To The Lighthouse: The Virginia Woolf Library Authorized Edition","0156907399","Not Interested","NI"
"Finnegans Wake (Classic, 20th-Century, Penguin)","0141181265","Not Interested","LR"
"Siddhartha: A Novel","0553208845","Not Interested","LR"
"The Many Aspects of Mobile Home Living: A Novel","0375707093","Not Interested","LR"
"The Best American Nonrequired Reading 2002 (The Best American Series)","0618246940","Not Interested","NI"
"Nausea","0811201880","Not Interested","LR"
"A Portrait of the Artist as a Young Man (Penguin Classics)","0142437344","Not Interested","GR"
"The Fall","0679720227","Not Interested","GR"
"The Metamorphosis (Bantam Classics)","0553213695","Not Interested","GR"
"Crime and Punishment (Bantam Classics)","0553211757","Not Interested","LR"
"CliffsNotes on Conrad's Heart of Darkness & The Secret Sharer (CliffsNotes on Literature)","0764585843","Not Interested","NI"
"Straight Man: A Novel","0375701907","Not Interested","GR"
"The Complete Short Stories of Ernest Hemingway: The Finca Vigia Edition","0684843323","Not Interested","NI"
"The Other Side of the River: A Story of Two Towns, a Death, and America's Dilemma","038547721X","Not Interested","NI"
"Neither Here nor There: Travels in Europe (Cover may Vary)","0380713802","Not Interested","NI"
"The Body Artist: A Novel","0743203968","Not Interested","LR"
"Bel Canto","0060934417","Not Interested","NI"
"Mason & Dixon: A Novel","0312423209","Not Interested","GR"
"As I Lay Dying: The Corrected Text","067973225X","Not Interested","NI"
"The Secret Life of Bees","0142001740","Not Interested","NI"
"Mao II: A Novel","0140152741","Not Interested","GR"
"Libra (Contemporary American Fiction)","0140156046","Not Interested","GR"
"Vineland (Classic, 20th-Century, Penguin)","0141180633","Not Interested","LR"
"V. (Perennial Classics)","0060930217","Not Interested","NI"
"Invisible Man","0679732764","Not Interested","NI"
"David Foster Wallace's Infinite Jest: A Reader's Guide (Continuum Contemporaries)","082641477X","Not Interested","NI"
"The Broom of the System: A Novel","0142002429","Not Interested","GR"
"Empire Falls","0375726403","Not Interested","GR"
