"Product Name","ASIN","Resource Type","Our Price","Ownership Type","Relationship Status","Sortable Title","Sortable Author Name","Series Author","Series Title","Relation Type","Position In Collection","Ordered","Marketplace","Relationship Creation Date","Created At","Deleted By Customer"
"61 Hours: A Reacher Novel (Jack Reacher Book 14)","B0036S4CWA","ITEM","8 USD","Item Owner","Terminated","61 Hours A Reacher Novel Jack Reacher Book 14","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",14,"Not Available","www.amazon.com","2020-06-15T03:08:09Z","2020-06-18T20:33:49Z","Yes"
"Gone Tomorrow: A Jack Reacher Novel","B001NLL8LA","ITEM","8 USD","Item Owner","Terminated","Gone Tomorrow A Jack Reacher Novel","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",13,"Not Available","www.amazon.com","2020-05-29T22:44:10Z","2020-06-17T14:35:43Z","Yes"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","B07TRVW6VX","ITEM","10 USD","Item Owner","Terminated","Splendid and the Vile A Saga of Churchill Family and Defiance During the Blitz, The","Larson, Erik","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2020-05-09T14:40:06Z","2020-06-16T15:29:39Z","Yes"
"So You Want to Talk About Race","B07QBNKJTZ","ITEM","14 USD","Not Interested","Not Available","So You Want to Talk About Race","Oluo, Ijeoma","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2020-06-06T15:17:30Z","2020-06-06T15:17:30Z","Not Available"
"Nothing to Lose: A Jack Reacher Novel","B000YJ54DU","ITEM","8 USD","Item Owner","Terminated","Nothing to Lose A Jack Reacher Novel","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",12,"Not Available","www.amazon.com","2020-05-22T20:31:22Z","2020-06-02T16:28:17Z","Yes"
"Bad Luck and Trouble: A Jack Reacher Novel","B000QCQ8Y4","ITEM","7 USD","Item Owner","Terminated","Bad Luck and Trouble A Jack Reacher Novel","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",11,"Not Available","www.amazon.com","2020-05-01T15:42:18Z","2020-05-27T18:47:14Z","Yes"
"Not Available","Not Available","LIST","Not Available","List Owner","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2008-11-09T02:29:49Z","2020-05-11T00:52:04Z","Not Available"
"The Hard Way: A Reacher Novel (Jack Reacher Book 10)","B000GCFG7E","ITEM","8 USD","Item Owner","Terminated","Hard Way A Reacher Novel Jack Reacher Book 10, The","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",10,"Not Available","www.amazon.com","2020-04-20T03:01:50Z","2020-05-10T18:32:53Z","Yes"
"One Shot: A Reacher novel (Jack Reacher Book 9)","B000FCK5PI","ITEM","8 USD","Item Owner","Terminated","One Shot A Reacher novel Jack Reacher Book 9","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",9,"Not Available","www.amazon.com","2020-04-13T01:44:26Z","2020-05-08T10:50:00Z","Yes"
"Persuader: A Jack Reacher Novel","B000FBJDF2","ITEM","8 USD","Item Owner","Terminated","Persuader A Jack Reacher Novel","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",7,"Not Available","www.amazon.com","2020-03-18T15:47:17Z","2020-05-08T10:49:55Z","Yes"
"The Enemy: A Reacher Novel (Jack Reacher Book 8)","B000FC1MBO","ITEM","8 USD","Item Owner","Terminated","Enemy A Reacher Novel Jack Reacher Book 8, The","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",8,"Not Available","www.amazon.com","2020-03-25T17:55:48Z","2020-05-08T10:49:44Z","Yes"
"The Lager Queen of Minnesota: A Novel","B07L2J8P4S","ITEM","10 USD","Item Owner","Terminated","Lager Queen of Minnesota A Novel, The","Stradal, J Ryan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2020-04-15T19:49:38Z","2020-05-08T10:49:13Z","Yes"
"The People of Sparks (The City of Ember Book 2)","B000FC1R1O","ITEM","6 USD","Item Owner","Terminated","People of Sparks The City of Ember Book 2, The","DuPrau, Jeanne","DuPrau, Jeanne B07F7QCD7T","City of Ember, The B07F7QCD7T","PRIMARY",2,"Not Available","www.amazon.com","2020-03-04T13:10:05Z","2020-03-25T17:53:51Z","Yes"
"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed","B07BZ4F75T","ITEM","19 USD","Item Owner","Terminated","Maybe You Should Talk to Someone A Therapist HER Therapist and Our Lives Revealed","Gottlieb, Lori","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2020-03-02T23:52:15Z","2020-03-25T17:53:45Z","Yes"
"Weather: A novel","B077WWXZ41","ITEM","9 USD","Item Owner","Terminated","Weather A novel","Offill, Jenny","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2020-03-04T03:27:40Z","2020-03-25T17:53:34Z","Yes"
"The Prophet of Yonwood (The City of Ember Book 4)","B000QCS932","ITEM","6 USD","Item Owner","Terminated","Prophet of Yonwood The City of Ember Book 4, The","DuPrau, Jeanne","DuPrau, Jeanne B07F7QCD7T","City of Ember, The B07F7QCD7T","PRIMARY",4,"Not Available","www.amazon.com","2020-02-07T02:47:41Z","2020-03-04T21:38:29Z","Yes"
"Lee Child's Jack Reacher Books 1-6","B004DI7JNG","ITEM","55 USD","Item Owner","Terminated","Lee Child's Jack Reacher Books 1 6","Child, Lee","Child, Lee B09NBCGDBF","Jack Reacher B09NBCGDBF","PRIMARY",1,"Not Available","www.amazon.com","2020-02-15T22:16:36Z","2020-03-04T21:38:23Z","Yes"
"Tripwire (Jack Reacher Book 3)","B001FXK8XU","ITEM","10 USD","Item Owner","Terminated","Tripwire Jack Reacher Book 3","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",3,"Not Available","www.amazon.com","2020-01-26T04:32:27Z","2020-02-20T06:35:15Z","Yes"
"Grant","B06W2J89PV","ITEM","17 USD","Item Owner","Terminated","Grant","Chernow, Ron","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-09-26T13:24:41Z","2020-02-14T16:27:49Z","Yes"
"Killing Floor (Jack Reacher, Book 1)","B000OZ0NXA","ITEM","10 USD","Item Owner","Terminated","Killing Floor Jack Reacher Book 1","Child, Lee","Child, Lee B0775W2V36","Jack Reacher B0775W2V36","PRIMARY",1,"Not Available","www.amazon.com","2020-01-10T16:11:13Z","2020-01-27T15:22:37Z","Yes"
"Knife: A Harry Hole Novel (12)","B07JDX5LF6","ITEM","10 USD","Item Owner","Terminated","Knife A Harry Hole Novel 12","Nesbo, Jo","Nesbo, Jo B099F4FSJ2","Harry Hole B099F4FSJ2","PRIMARY",12,"Not Available","www.amazon.com","2019-10-11T19:28:38Z","2019-11-04T01:42:59Z","Yes"
"Dave Hill Doesn't Live Here Anymore","B01EXBB9EM","ITEM","0 USD","Item Owner","Fulfilled","Dave Hill Doesn't Live Here Anymore","Hill, Dave","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2016-07-14T16:18:53Z","2019-06-21T19:18:39Z","No"
"Now I Know: The Revealing Stories Behind the World's Most Interesting Facts","B00GHYCH0O","ITEM","0 USD","Item Owner","Terminated","Now I Know The Revealing Stories Behind the World's Most Interesting Facts","Lewis, Dan","Lewis, Dan B08BZSV84S","Now I Know B08BZSV84S","PRIMARY",1,"Not Available","www.amazon.com","2017-03-29T01:53:56Z","2019-06-21T19:18:39Z","Yes"
"Sing, Unburied, Sing: A Novel","B072QC83QZ","ITEM","0 USD","Item Owner","Fulfilled","Sing Unburied Sing A Novel","Ward, Jesmyn","Ward, Jesmyn B086V3H1NF","Bois Sauvage B086V3H1NF","PRIMARY",2,"Not Available","www.amazon.com","2017-12-29T14:01:05Z","2019-06-21T19:18:39Z","No"
"The Gene: An Intimate History","B01D3BXLP8","ITEM","0 USD","Item Owner","Fulfilled","Gene An Intimate History, The","Mukherjee, Siddhartha","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2016-08-15T20:34:30Z","2019-06-21T19:18:38Z","No"
"Pachinko","B01MU4SLKN","ITEM","30 USD","Item Owner","Fulfilled","Pachinko","Lee, Min Jin","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-12-29T14:01:36Z","2019-06-21T19:18:38Z","No"
"$2.00 A Day: Living on Almost Nothing in America","B00QPHNUFO","ITEM","7 USD","Item Owner","Terminated","2 00 A Day Living on Almost Nothing in America","Edin, Kathryn J","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2019-05-18T19:11:38Z","2019-05-22T14:56:39Z","Yes"
"Asymmetry: A Novel","B074ZDRGBC","ITEM","13 USD","Item Owner","Terminated","Asymmetry A Novel","Halliday, Lisa","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2019-02-07T14:39:21Z","2019-05-16T20:32:20Z","Yes"
"The Winter Soldier","B078W5XGZD","ITEM","13 USD","Item Owner","Terminated","Winter Soldier, The","Mason, Daniel","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2019-02-16T13:39:29Z","2019-03-12T15:22:01Z","Yes"
"Asymmetry: A Novel","B0786SZL5V","ITEM","19 USD","Not Interested","Not Available","Asymmetry A Novel","Halliday, Lisa","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2019-02-07T15:52:21Z","2019-02-07T15:52:21Z","Not Available"
"Noir: A Darkly Humorous Mystery with a Touch of the Supernatural in Post-WWII San Francisco","B07192GP7F","ITEM","2 USD","Item Owner","Terminated","Noir A Darkly Humorous Mystery with a Touch of the Supernatural in Post WWII San Francisco","Moore, Christopher","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-09-16T13:51:01Z","2018-11-05T15:08:13Z","Yes"
"Winter Loon: A Novel","B07BDKJVWS","ITEM","5 USD","Not Interested","Not Available","Winter Loon A Novel","Bernhard, Susan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-11-05T04:06:49Z","2018-11-05T04:06:49Z","Not Available"
"The Coaching Mindset: 8 Ways to Think Like a Coach","B0143V938Q","ITEM","1 USD","Item Owner","Terminated","Coaching Mindset 8 Ways to Think Like a Coach, The","Hall, Chad W","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-11-04T03:45:03Z","2018-11-05T04:01:57Z","Yes"
"Introducing Quantum Theory: A Graphic Guide (Graphic Guides)","B00KFEK0I8","ITEM","6 USD","Item Owner","Terminated","Introducing Quantum Theory A Graphic Guide Graphic Guides","McEvoy, J P","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-11-04T03:54:34Z","2018-11-05T04:01:43Z","Yes"
"Darkness Visible: A Memoir of Madness","B00BBPVYUS","ITEM","9 USD","Item Owner","Terminated","Darkness Visible A Memoir of Madness","Styron, William","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-09-23T11:38:10Z","2018-10-15T13:54:34Z","Yes"
"Essential Elements for Band – Percussion/Keyboard Book 2 with EEi Access | Percussion and Keyboard Method Songbook and Sheet Music for School Band ... Band Method (Percussion, Book 2)","0634013017","ITEM","15 USD","Item Owner","Fulfilled","Essential Elements for Band Percussion Keyboard Book 2 with EEi Access Percussion and Keyboard Method Songbook and Sheet Music for School Band Band Method Percussion Book 2","Various","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-08-27T01:45:29Z","2018-08-27T01:45:29Z","No"
"Instant Pot® Electric Pressure Cooker Cookbook (An Authorized Instant Pot® Cookbook): Quick & Easy Recipes for Everyday Eating","B01NAH8U2R","ITEM","Not Available","Item Owner","Terminated","Instant Pot Electric Pressure Cooker Cookbook An Authorized Instant Pot Cookbook Quick Easy Recipes for Everyday Eating","Quessenberry, Sara","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-08-10T15:58:45Z","2018-08-20T16:40:01Z","Yes"
"Not Available","Not Available","LIST","Not Available","List Owner","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2017-02-03T17:46:56Z","2018-07-16T18:54:42Z","Not Available"
"Feeling Good: Overcome Depression and Anxiety with Proven Techniques","B009UW5X4C","ITEM","13 USD","Item Owner","Terminated","Feeling Good Overcome Depression and Anxiety with Proven Techniques","Burns, David D","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-06-07T14:37:04Z","2018-07-13T13:58:15Z","Yes"
"Percy Jackson and the Olympians, Book Four: The Battle of the Labyrinth","B00280LYIM","ITEM","1 USD","Item Owner","Terminated","Percy Jackson and the Olympians Book Four The Battle of the Labyrinth","Riordan, Rick","Riordan, Rick B08YWF497F","Percy Jackson and the Olympians B08YWF497F","PRIMARY",4,"Not Available","www.amazon.com","2018-04-12T02:06:41Z","2018-05-03T17:51:28Z","Yes"
"Leonardo da Vinci","B071Y385Q1","ITEM","15 USD","Item Owner","Terminated","Leonardo da Vinci","Isaacson, Walter","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-03-22T00:47:49Z","2018-04-14T19:52:00Z","Yes"
"Marathon (A Jonathan Stride Novel Book 8)","B01LXZZ1L5","ITEM","Not Available","Item Owner","Terminated","Marathon A Jonathan Stride Novel Book 8","Freeman, Brian","Freeman, Brian B074CK5S4Q","Jonathan Stride B074CK5S4Q","PRIMARY",8,"Not Available","www.amazon.com","2018-03-17T11:58:25Z","2018-04-09T00:59:49Z","Yes"
"Bodyweight Strength Training: 12 Weeks to Build Muscle and Burn Fat","B077MW3P57","ITEM","8 USD","Item Owner","Terminated","Bodyweight Strength Training 12 Weeks to Build Muscle and Burn Fat","Cardiello, Jay","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-04-04T14:34:01Z","2018-04-08T18:33:39Z","Yes"
"Patient H.M.: A Story of Memory, Madness, and Family Secrets","B01208O00K","ITEM","8 USD","Item Owner","Terminated","Patient H M A Story of Memory Madness and Family Secrets","Dittrich, Luke","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-03-02T11:34:35Z","2018-03-23T20:18:39Z","Yes"
"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","B01CWZFBZ4","ITEM","14 USD","Item Owner","Terminated","Killers of the Flower Moon The Osage Murders and the Birth of the FBI","Grann, David","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-10-27T18:52:51Z","2018-03-16T19:12:13Z","Yes"
"Vegan Instant Pot Cookbook: 5 Ingredients or Less - The Essential Quick and Simple Plant Based Cookbook for the Everyday Home (Vegan Instant Pot Recipes)","B076FVTJ2K","ITEM","Not Available","Item Owner","Terminated","Vegan Instant Pot Cookbook 5 Ingredients or Less The Essential Quick and Simple Plant Based Cookbook for the Everyday Home Vegan Instant Pot Recipes","Parker, Brandon","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-03-09T19:20:44Z","2018-03-16T19:11:55Z","Yes"
"Vegan Instant Pot Cookbook: 5 Ingredients or Less - Quick, Easy, & Healthy Mediterranean Plant Based Recipes (Vegan Instant Pot Recipes)","B0785RD48N","ITEM","Not Available","Item Owner","Terminated","Vegan Instant Pot Cookbook 5 Ingredients or Less Quick Easy Healthy Mediterranean Plant Based Recipes Vegan Instant Pot Recipes","Parker, Brandon","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-03-09T19:19:45Z","2018-03-16T19:11:48Z","Yes"
"Instant Pot Electric Pressure Cooker Cookbook: Top 500 Chef-Proved Super Quick, Easy And Delicious Instant Pot Recipes For Weight Loss And Overall Health(Low Carb Ketogenic Diet Instant Pot Cookbook)","B079JSYK92","ITEM","3 USD","Item Owner","Terminated","Instant Pot Electric Pressure Cooker Cookbook Top 500 Chef Proved Super Quick Easy And Delicious Instant Pot Recipes For Weight Loss And Overall Health Low Carb Ketogenic Diet Instant Pot Cookbook","Leory, Melissa","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-03-09T19:19:09Z","2018-03-09T19:27:26Z","Yes"
"The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World - and Us","B01KE61LPW","ITEM","15 USD","Item Owner","Terminated","Evolution of Beauty How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World and Us, The","Prum, Richard O","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-02-01T22:39:59Z","2018-03-05T15:09:45Z","Yes"
"18 and Life on Skid Row","B00NLLYN4Y","ITEM","3 USD","Item Owner","Terminated","18 and Life on Skid Row","Bach, Sebastian","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-02-19T00:08:26Z","2018-02-20T18:57:05Z","Yes"
"Astrophysics for People in a Hurry (Astrophysics for People in a Hurry Series)","B01MAWT2MO","ITEM","9 USD","Item Owner","Terminated","Astrophysics for People in a Hurry Astrophysics for People in a Hurry Series","de Grasse Tyson, Neil","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-02-01T22:39:08Z","2018-02-19T17:42:07Z","Yes"
"The Last Days of Night: A Novel","B01A4AXM3W","ITEM","15 USD","Item Owner","Terminated","Last Days of Night A Novel, The","Moore, Graham","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2018-01-03T16:06:43Z","2018-02-09T17:24:48Z","Yes"
"The Geography of Genius: A Search for the World's Most Creative Places from Ancient Athens to Silicon Valley (Creative Lessons in History)","B00UDCJ18M","ITEM","Not Available","Item Owner","Terminated","Geography of Genius A Search for the World's Most Creative Places from Ancient Athens to Silicon Valley Creative Lessons in History, The","Weiner, Eric","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-09-21T19:22:00Z","2018-01-04T20:00:06Z","Yes"
"Who Is Rich?: A Novel","B01M3413A8","ITEM","15 USD","Item Owner","Terminated","Who Is Rich A Novel","Klam, Matthew","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-09-02T01:23:23Z","2017-10-11T15:16:07Z","Yes"
"Waiting for Godot: A Tragicomedy in Two Acts (Beckett, Samuel)","B008UX3QU0","ITEM","10 USD","Item Owner","Terminated","Waiting for Godot A Tragicomedy in Two Acts Beckett Samuel","Beckett, Samuel","Beckett, Samuel B08N3QP3G6","Beckett Samuel B08N3QP3G6","PRIMARY",12,"Not Available","www.amazon.com","2017-09-21T19:23:42Z","2017-10-11T15:16:00Z","Yes"
"Camino Island: A Novel","B01N2ABE60","ITEM","8 USD","Item Owner","Terminated","Camino Island A Novel","Grisham, John","Grisham, John B08398YXBJ","Camino B08398YXBJ","PRIMARY",1,"Not Available","www.amazon.com","2017-08-14T13:52:03Z","2017-09-05T12:53:23Z","Yes"
"Commonwealth: A Novel","B019C40Z7M","ITEM","12 USD","Item Owner","Terminated","Commonwealth A Novel","Patchett, Ann","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-05-12T18:29:52Z","2017-09-02T02:43:16Z","Yes"
"Who Is Rich?: A Novel","B0735KF7SS","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2017-09-02T02:32:58Z","2017-09-02T02:32:58Z","Not Available"
"The Vegetable Butcher: How to Select, Prep, Slice, Dice, and Masterfully Cook Vegetables from Artichokes to Zucchini","B00U0OBRS0","ITEM","4 USD","Item Owner","Terminated","Vegetable Butcher How to Select Prep Slice Dice and Masterfully Cook Vegetables from Artichokes to Zucchini, The","Mangini, Cara","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-06-25T03:06:22Z","2017-08-15T20:01:57Z","Yes"
"I'm Just a Person","B015MNHTN0","ITEM","4 USD","Item Owner","Terminated","I'm Just a Person","Notaro, Tig","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-07-09T16:15:54Z","2017-07-13T14:15:42Z","Yes"
"Janesville: An American Story (A Business Award-Winner)","B01MT2X3AD","ITEM","13 USD","Item Owner","Terminated","Janesville An American Story A Business Award Winner","Goldstein, Amy","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-06-10T02:36:51Z","2017-06-30T20:41:57Z","Yes"
"All the Light We Cannot See: A Novel","B00DPM7TIG","ITEM","15 USD","Item Owner","Terminated","All the Light We Cannot See A Novel","Doerr, Anthony","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-05-26T13:59:43Z","2017-06-05T16:29:33Z","Yes"
"So Sad Today: Personal Essays","B011J4H1NO","ITEM","10 USD","Item Owner","Terminated","So Sad Today Personal Essays","Broder, Melissa","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-05-02T17:42:08Z","2017-05-11T15:38:26Z","Yes"
"A Spy's Guide to Thinking (Kindle Single)","B00XZCYHRW","ITEM","3 USD","Item Owner","Terminated","Spy's Guide to Thinking Kindle Single, A","Braddock, John","Braddock, John B082KH253N","Spy's Guide B082KH253N","PRIMARY",1,"Not Available","www.amazon.com","2017-04-11T06:39:52Z","2017-04-11T07:13:10Z","Yes"
"A Man Called Ove: A Novel","B00GEEB730","ITEM","14 USD","Item Owner","Terminated","Man Called Ove A Novel, A","Backman, Fredrik","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-04-06T06:29:12Z","2017-04-11T07:13:00Z","Yes"
"Now I Know: The Revealing Stories Behind the World's Most Interesting Facts (Now I Know Series)","B00ESIQJTQ","ITEM","4 USD","Item Owner","Terminated","Now I Know The Revealing Stories Behind the World's Most Interesting Facts Now I Know Series","Lewis, Dan","Lewis, Dan B08BZSV84S","Now I Know B08BZSV84S","PRIMARY",1,"Not Available","www.amazon.com","2017-03-29T01:53:56Z","2017-04-11T06:37:26Z","Yes"
"Pete Magill's 25 Keys to Running a Faster 5K","B01NCY6F1M","ITEM","Not Available","Item Owner","Terminated","Pete Magill's 25 Keys to Running a Faster 5K","Magill, Pete","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-03-29T01:56:05Z","2017-04-04T15:43:53Z","Yes"
"Chasing the Dragon: Running to Get High","B00E8RDFOE","ITEM","3 USD","Item Owner","Terminated","Chasing the Dragon Running to Get High","Matthews, Mark","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-03-29T01:57:49Z","2017-03-30T14:40:22Z","Yes"
"Between Two Worlds: Discovering New Realms of Goalie Development","B019HB3YZU","ITEM","10 USD","Item Owner","Terminated","Between Two Worlds Discovering New Realms of Goalie Development","Goldman, Justin","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-03-21T16:16:13Z","2017-03-29T00:11:20Z","Yes"
"The Passage: A Novel (Book One of The Passage Trilogy)","B003F3PM7A","ITEM","2 USD","Item Owner","Terminated","Passage A Novel Book One of The Passage Trilogy, The","Cronin, Justin","Cronin, Justin B09CGZ3QMS","Passage Trilogy B09CGZ3QMS","PRIMARY",1,"Not Available","www.amazon.com","2017-01-27T10:00:33Z","2017-02-06T17:50:21Z","Yes"
"Wolf in White Van: A Novel","B00IWVELRC","ITEM","12 USD","Item Owner","Terminated","Wolf in White Van A Novel","Darnielle, John","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-01-27T13:32:28Z","2017-02-06T17:50:16Z","Yes"
"The Sage Running Secret: A Guide to Speedy Ultras: How to run faster on any surface at any distance","B010J003F2","ITEM","9 USD","Item Owner","Terminated","Sage Running Secret A Guide to Speedy Ultras How to run faster on any surface at any distance, The","Canaday, Sage","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-01-27T04:11:41Z","2017-01-28T18:14:05Z","Yes"
"Reinvent Yourself","B01NAM6W70","ITEM","2 USD","Item Owner","Terminated","Reinvent Yourself","Altucher, James","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2017-01-20T17:27:28Z","2017-01-24T17:41:15Z","Yes"
"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","B0166ISAS8","ITEM","Not Available","Item Owner","Terminated","Hillbilly Elegy A Memoir of a Family and Culture in Crisis","Vance, J D","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2016-12-27T05:39:59Z","2017-01-02T20:50:00Z","Yes"
"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","B01A4ATV0A","ITEM","12 USD","Item Owner","Terminated","Underground Railroad Pulitzer Prize Winner National Book Award Winner Oprah's Book Club A Novel, The","Whitehead, Colson","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2016-12-24T04:11:39Z","2017-01-02T20:49:43Z","Yes"
"Bartleby, the Scrivener A Story of Wall-Street","B000JML2Z6","ITEM","Not Available","Item Owner","Fulfilled","Bartleby the Scrivener A Story of Wall Street","Melville, Herman","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2010-09-24T19:27:46Z","2016-11-21T14:45:56Z","No"
"Seveneves: A Novel","B00LZWV8JO","ITEM","9 USD","Item Owner","Terminated","Seveneves A Novel","Stephenson, Neal","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2016-10-25T17:28:51Z","2016-11-16T17:02:44Z","Yes"
"The Sixth Extinction: An Unnatural History","B00EGJE4G2","ITEM","13 USD","Item Owner","Terminated","Sixth Extinction An Unnatural History, The","Kolbert, Elizabeth","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2016-02-04T14:55:44Z","2016-04-13T17:33:17Z","Yes"
"The Best American Series: 14 Short Stories & Essays","B017RLXECU","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2015-11-25T08:11:19Z","2015-11-25T08:11:19Z","Not Available"
"The Secret History: A Novel (Vintage Contemporaries)","B005PRJT9Q","ITEM","9 USD","Item Owner","Terminated","Secret History A Novel Vintage Contemporaries, The","Tartt, Donna","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2015-08-18T02:35:24Z","2015-09-29T16:42:42Z","Yes"
"Just Mercy: A Story of Justice and Redemption (One World Essentials)","B00JYWVYLY","ITEM","5 USD","Item Owner","Terminated","Just Mercy A Story of Justice and Redemption One World Essentials","Stevenson, Bryan","Moore, Wes B0DW45CL7H","One World Essentials B0DW45CL7H","PRIMARY",2,"Not Available","www.amazon.com","2015-08-22T10:09:36Z","2015-08-30T20:19:08Z","Yes"
"Year of No Sugar: A Memoir","B00IT6C2SU","ITEM","10 USD","Item Owner","Terminated","Year of No Sugar A Memoir","Schaub, Eve O","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2015-07-06T18:55:53Z","2015-07-10T15:56:23Z","Yes"
"Piano Adventures: Performance Book Primer Level - 2nd Edition | Beginner Piano Sheet Music for Kids | Educational Piano Songbook for Young Learners | Early Piano Method for Children and Students","1616770775","ITEM","9 USD","Item Owner","Fulfilled","Piano Adventures Performance Book Primer Level 2nd Edition Beginner Piano Sheet Music for Kids Educational Piano Songbook for Young Learners Early Piano Method for Children and Students","Not Available","Faber, Nancy B095X72G6H","Primer B095X72G6H","PRIMARY",4,"Not Available","www.amazon.com","2015-05-12T14:17:47Z","2015-05-12T14:17:47Z","No"
